0	-36.279392	0.047030	951.983276
1	-148.484299	0.000000	0.000000
2	-148.484299	0.000000	0.000000
3	-148.484299	0.000000	0.000000
4	-102.406609	0.000007	2555.323486
5	-86.244713	0.000118	1903.966553
6	-74.144554	0.000267	1803.757812
7	-71.582222	0.000347	2906.054199
8	-74.077103	0.000330	3407.098145
9	-74.086754	0.000300	3356.993652
10	-72.838676	0.000421	4008.350830
11	-65.690491	0.000858	601.252625
12	-71.445671	0.000549	3006.262939
13	-74.129234	0.000461	3507.306885
14	-71.522263	0.000456	2405.010498
15	-69.301483	0.000715	1603.340332
16	-66.827721	0.000661	2304.801758
17	-68.666611	0.000594	3507.306885
18	-71.284004	0.000362	6212.943848
19	-68.153442	0.000574	7315.240234
20	-68.111893	0.000603	3507.306885
21	-70.405342	0.000585	2906.054199
22	-64.780151	0.000878	3707.724365
23	-70.058830	0.000422	5511.482422
24	-70.636925	0.000566	2605.427979
25	-68.324081	0.000721	4108.559570
26	-62.596748	0.000860	2805.845459
27	-67.360054	0.000916	901.878906
28	-65.303772	0.000809	3206.680664
29	-70.492073	0.000426	3256.784912
30	-66.766937	0.000554	5311.064941
31	-68.117500	0.000627	4509.394531
32	-70.044945	0.000491	6413.361328
33	-69.279312	0.000645	5210.855957
34	-66.860481	0.000885	2004.175415
35	-64.718246	0.000844	4509.394531
36	-65.140236	0.000860	3407.098145
37	-66.108116	0.000948	1803.757812
38	-69.531311	0.000570	3908.141846
39	-70.034050	0.000534	5210.855957
40	-69.266174	0.000513	3206.680664
41	-73.366280	0.000448	4810.020996
42	-71.656685	0.000459	2705.636719
43	-70.362000	0.000579	2805.845459
44	-65.830589	0.001082	2204.593018
45	-66.244003	0.000806	2204.593018
46	-72.634369	0.000412	4910.229492
47	-71.474731	0.000489	2505.219238
48	-69.993279	0.000432	4108.559570
49	-71.924194	0.000514	3507.306885
50	-71.519417	0.000467	3807.933105
51	-69.979431	0.000580	4509.394531
52	-71.648613	0.000477	4810.020996
53	-69.859932	0.000450	3908.141846
54	-67.723480	0.000861	1503.131470
55	-60.471088	0.001141	801.670166
56	-62.614853	0.001565	701.461365
57	-63.427025	0.000958	1402.922729
58	-65.965286	0.000773	2605.427979
59	-65.524223	0.001156	1202.505249
60	-62.704762	0.000881	1102.296509
61	-69.357964	0.000589	3407.098145
62	-68.337120	0.000627	2304.801758
63	-68.858955	0.000615	2204.593018
64	-70.614861	0.000398	3507.306885
65	-71.965797	0.000418	3407.098145
66	-70.361885	0.000501	2805.845459
67	-69.007637	0.000591	1302.713989
68	-67.255211	0.000580	3407.098145
69	-69.171005	0.000695	1002.087708
70	-64.192665	0.001031	501.043854
71	-65.526955	0.000781	601.252625
72	-65.826988	0.001081	1102.296509
73	-67.145119	0.000734	1803.757812
74	-69.917274	0.000443	2505.219238
75	-65.049812	0.000971	1903.966553
76	-65.315033	0.000866	1102.296509
77	-61.966507	0.001378	300.626312
78	-62.383289	0.001160	801.670166
79	-66.984795	0.000546	3206.680664
80	-70.218056	0.000530	3206.680664
81	-67.533623	0.000671	1603.340332
